Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2023-05-10,1332,ニッスイ,Nissui Corporation,1,食品,50,水産・農林業,TOPIX Mid400,111,プライム
2023-05-10,1605,ＩＮＰＥＸ,INPEX CORPORATION,2,エネルギー資源,1050,鉱業,TOPIX Mid400,111,プライム
2023-05-10,1721,コムシスホールディングス,COMSYS Holdings Corporation,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1801,大成建設,TAISEI CORPORATION,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1802,大林組,OBAYASHI CORPORATION,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1803,清水建設,SHIMIZU CORPORATION,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1808,長谷工コーポレーション,HASEKO Corporation,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1812,鹿島建設,KAJIMA CORPORATION,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,1925,大和ハウス工業,"DAIWA HOUSE INDUSTRY CO.,LTD.",3,建設・資材,2050,建設業,TOPIX Large70,111,プライム
2023-05-10,1928,積水ハウス,"Sekisui House,Ltd.",3,建設・資材,2050,建設業,TOPIX Large70,111,プライム
2023-05-10,1963,日揮ホールディングス,JGC HOLDINGS CORPORATION,3,建設・資材,2050,建設業,TOPIX Mid400,111,プライム
2023-05-10,2002,日清製粉グループ本社,NISSHIN SEIFUN GROUP INC.,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2269,明治ホールディングス,"Meiji Holdings Co.,Ltd.",1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2282,日本ハム,NH Foods Ltd.,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2413,エムスリー,"M3,Inc.",10,情報通信・サービスその他,9050,サービス業,TOPIX Large70,111,プライム
2023-05-10,2432,ディー・エヌ・エー,"DeNA Co.,Ltd.",10,情報通信・サービスその他,9050,サービス業,TOPIX Mid400,111,プライム
2023-05-10,2501,サッポロホールディングス,SAPPORO HOLDINGS LIMITED,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2502,アサヒグループホールディングス,"Asahi Group Holdings,Ltd.",1,食品,3050,食料品,TOPIX Large70,111,プライム
2023-05-10,2503,キリンホールディングス,"Kirin Holdings Company,Limited",1,食品,3050,食料品,TOPIX Large70,111,プライム
2023-05-10,2531,宝ホールディングス,TAKARA HOLDINGS INC.,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2768,双日,Sojitz Corporation,13,商社・卸売,6050,卸売業,TOPIX Mid400,111,プライム
2023-05-10,2801,キッコーマン,KIKKOMAN CORPORATION,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2802,味の素,"Ajinomoto Co.,Inc.",1,食品,3050,食料品,TOPIX Large70,111,プライム
2023-05-10,2871,ニチレイ,NICHIREI CORPORATION,1,食品,3050,食料品,TOPIX Mid400,111,プライム
2023-05-10,2914,日本たばこ産業,JAPAN TOBACCO INC.,1,食品,3050,食料品,TOPIX Large70,111,プライム
